Subject_ID	Expected_error	Avg_Qual_Score	Length
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57030/ccs	0.34	41	1515
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57064/ccs	0.29	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57067/ccs	0.92	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57106/ccs	0.23	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57120/ccs	0.53	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57129/ccs	0.74	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57137/ccs	0.39	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57145/ccs	0.79	41	1507
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57269/ccs	0.82	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57303/ccs	0.11	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57307/ccs	0.49	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57311/ccs	0.3	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57351/ccs	0.83	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57374/ccs	0.67	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57393/ccs	0.28	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57411/ccs	0.36	41	1477
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57422/ccs	0.74	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57435/ccs	0.35	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57447/ccs	0.61	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57455/ccs	0.44	41	1535
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57471/ccs	0.89	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57478/ccs	0.49	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57499/ccs	0.78	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57522/ccs	0.62	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57533/ccs	0.13	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57559/ccs	0.82	41	1515
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57569/ccs	0.21	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57616/ccs	0.26	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57618/ccs	0.62	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57627/ccs	0.16	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57630/ccs	0.43	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57632/ccs	0.42	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57640/ccs	0.68	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57648/ccs	0.22	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57661/ccs	0.99	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57684/ccs	0.63	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57715/ccs	0.15	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57722/ccs	0.98	41	1467
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57728/ccs	0.54	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57745/ccs	0.77	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57748/ccs	0.5	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57761/ccs	0.11	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57763/ccs	0.14	41	1475
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57788/ccs	0.86	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57816/ccs	0.24	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57882/ccs	0.23	41	1504
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57937/ccs	0.5	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/57981/ccs	0.95	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58015/ccs	0.12	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58018/ccs	0.44	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58040/ccs	0.91	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58065/ccs	0.92	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58091/ccs	0.48	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58098/ccs	1.2	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58189/ccs	0.69	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58118/ccs	0.12	41	1456
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58193/ccs	0.83	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58197/ccs	0.3	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58211/ccs	0.46	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58220/ccs	0.69	41	1503
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58270/ccs	0.77	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58288/ccs	0.36	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58310/ccs	0.35	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58347/ccs	0.16	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58358/ccs	0.64	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58367/ccs	0.68	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58399/ccs	0.1	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58439/ccs	1.3	40	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58473/ccs	1.3	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58510/ccs	0.44	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58513/ccs	0.15	41	1508
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58529/ccs	0.66	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58575/ccs	0.2	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58608/ccs	0.41	41	1458
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58614/ccs	1.3	41	1526
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58630/ccs	0.57	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58638/ccs	1.1	41	1425
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58666/ccs	0.62	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58715/ccs	0.16	41	1519
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58721/ccs	0.95	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58820/ccs	0.15	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58841/ccs	0.76	41	1506
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58941/ccs	0.13	41	1478
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58956/ccs	0.48	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58959/ccs	0.53	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58979/ccs	0.96	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/58982/ccs	0.38	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59023/ccs	0.34	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59047/ccs	0.4	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59079/ccs	0.36	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59091/ccs	0.99	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59099/ccs	1	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59134/ccs	0.52	41	1476
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59217/ccs	1	41	1425
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59227/ccs	0.11	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59232/ccs	0.75	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59253/ccs	0.55	41	1520
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59235/ccs	0.1	41	1491
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59258/ccs	1	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59263/ccs	0.72	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59266/ccs	0.59	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59313/ccs	0.097	42	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59315/ccs	0.14	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59348/ccs	0.53	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59399/ccs	0.26	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59407/ccs	0.34	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59472/ccs	0.55	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59470/ccs	0.6	41	1482
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59478/ccs	0.26	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59504/ccs	0.11	41	1533
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59505/ccs	0.29	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59513/ccs	0.11	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59558/ccs	0.69	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59564/ccs	0.18	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59592/ccs	0.55	41	1514
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59605/ccs	1	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59638/ccs	0.9	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59646/ccs	0.21	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59648/ccs	0.12	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59654/ccs	0.83	41	1532
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59671/ccs	0.7	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59706/ccs	0.42	41	1470
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59731/ccs	0.77	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59822/ccs	0.65	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59835/ccs	1.1	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59839/ccs	0.46	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59863/ccs	0.98	41	1481
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59904/ccs	0.85	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59924/ccs	0.64	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59928/ccs	0.48	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59953/ccs	0.77	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/59979/ccs	0.35	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60019/ccs	0.67	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60108/ccs	0.14	41	1449
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60149/ccs	0.61	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60168/ccs	0.56	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60185/ccs	0.48	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60189/ccs	0.15	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60210/ccs	0.12	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60226/ccs	0.21	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60234/ccs	0.34	41	1471
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60238/ccs	0.33	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60243/ccs	0.13	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60287/ccs	0.31	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60317/ccs	0.39	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60321/ccs	0.096	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60326/ccs	0.54	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60328/ccs	0.33	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60334/ccs	0.29	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60341/ccs	0.2	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60344/ccs	0.8	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60353/ccs	0.68	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60357/ccs	0.24	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60407/ccs	0.92	41	1425
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60498/ccs	0.6	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60529/ccs	0.15	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60571/ccs	0.62	41	1464
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60605/ccs	0.12	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60607/ccs	0.2	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60662/ccs	0.18	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60727/ccs	0.33	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60801/ccs	0.66	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60811/ccs	0.26	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60823/ccs	1	41	1517
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60838/ccs	0.48	41	1516
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60864/ccs	0.5	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60875/ccs	0.61	41	1513
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60882/ccs	1	41	1487
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60887/ccs	0.16	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60899/ccs	0.93	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60903/ccs	0.2	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60907/ccs	0.83	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60959/ccs	0.83	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60960/ccs	0.12	41	1499
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/60973/ccs	0.37	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61047/ccs	0.35	41	1454
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61058/ccs	0.15	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61096/ccs	0.2	41	1498
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61134/ccs	0.91	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61135/ccs	0.52	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61146/ccs	0.16	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61180/ccs	0.76	41	1429
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61200/ccs	0.094	42	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61210/ccs	0.79	41	1534
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61215/ccs	0.32	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61229/ccs	0.49	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61231/ccs	0.36	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61253/ccs	0.35	41	1530
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61286/ccs	0.21	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61303/ccs	0.31	41	1500
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61306/ccs	0.56	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61309/ccs	0.9	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61365/ccs	0.52	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61372/ccs	1	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61424/ccs	0.67	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61426/ccs	1	41	1488
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61431/ccs	0.56	41	1463
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61432/ccs	1	41	1497
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61447/ccs	0.2	41	1518
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61455/ccs	0.41	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61517/ccs	0.13	41	1489
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61544/ccs	0.52	41	1461
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61488/ccs	0.1	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61546/ccs	0.29	41	1512
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61574/ccs	0.43	41	1486
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61616/ccs	0.19	41	1511
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61633/ccs	0.69	41	1462
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61663/ccs	0.54	41	1484
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61719/ccs	0.67	41	1510
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61731/ccs	0.96	41	1472
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61733/ccs	0.93	41	1496
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61746/ccs	0.41	41	1465
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61763/ccs	0.52	41	1485
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61765/ccs	0.28	41	1494
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61823/ccs	0.27	41	1502
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61829/ccs	0.56	41	1473
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61835/ccs	0.62	41	1495
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61853/ccs	0.45	41	1427
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61909/ccs	0.26	41	1501
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61911/ccs	1	41	1509
m150214_155132_42142_c100769622550000001823165407071525_s1_p0/61912/ccs	0.72	41	1465
